SeqName	Hit-Desc	GO-Group	GO-ID	Term
HMEL011255-PA	serine arginine-rich splicing factor 1-like	F	GO:0003676	nucleic acid binding
HMEL011255-PA	serine arginine-rich splicing factor 1-like	F	GO:0000166	nucleotide binding
HMEL011256-PA	2-methoxy-6-polyprenyl- -benzoquinol mitochondrial-like	F	GO:0008425	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity
HMEL011256-PA	2-methoxy-6-polyprenyl- -benzoquinol mitochondrial-like	P	GO:0032259	methylation
HMEL011259-PA	nose resistant to fluoxetine protein 6-like	F	GO:0016746	transferase activity, transferring acyl groups
HMEL011260-PA	nose resistant to fluoxetine protein 6-like	F	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
HMEL011263-PA	PREDICTED: uncharacterized protein LOC101738550	F	GO:0008270	zinc ion binding
HMEL011263-PA	PREDICTED: uncharacterized protein LOC101738550	F	GO:0003676	nucleic acid binding
HMEL011267-PA	ecdysteroid 22-kinase	F	GO:0016772	transferase activity, transferring phosphorus-containing groups
HMEL011268-PA	ecdysteroid 22-kinase	F	GO:0016772	transferase activity, transferring phosphorus-containing groups
HMEL011273-PA	autophagy related protein atg6	P	GO:0006914	autophagy
HMEL011275-PA	lysosome-associated membrane glycoprotein 1-like	C	GO:0016020	membrane
HMEL011276-PA	actin-depolymerizing factor 1	C	GO:0005622	intracellular
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0042067	establishment of ommatidial planar polarity
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0016319	mushroom body development
HMEL011277-PA	actin-depolymerizing factor 1	F	GO:0000166	nucleotide binding
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0036011	imaginal disc-derived leg segmentation
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0007409	axonogenesis
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0006397	mRNA processing
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0042052	rhabdomere development
HMEL011277-PA	actin-depolymerizing factor 1	C	GO:0015629	actin cytoskeleton
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0008585	female gonad development
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0030041	actin filament polymerization
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0001737	establishment of imaginal disc-derived wing hair orientation
HMEL011277-PA	actin-depolymerizing factor 1	C	GO:0005737	cytoplasm
HMEL011277-PA	actin-depolymerizing factor 1	F	GO:0003727	single-stranded RNA binding
HMEL011277-PA	actin-depolymerizing factor 1	F	GO:0003779	actin binding
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0000915	cytokinesis, actomyosin contractile ring assembly
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0010591	regulation of lamellipodium assembly
HMEL011277-PA	actin-depolymerizing factor 1	C	GO:0005875	microtubule associated complex
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0007298	border follicle cell migration
HMEL011277-PA	actin-depolymerizing factor 1	P	GO:0030042	actin filament depolymerization
HMEL011277-PA	actin-depolymerizing factor 1	F	GO:0003729	mRNA binding
HMEL011278-PA	cd97 antigen- partial	C	GO:0016021	integral to membrane
HMEL011278-PA	cd97 antigen- partial	P	GO:0007186	G-protein coupled receptor signaling pathway
HMEL011278-PA	cd97 antigen- partial	F	GO:0004930	G-protein coupled receptor activity
HMEL011279-PA	leucine-rich repeat protein shoc-2-like	F	GO:0005515	protein binding
HMEL011280-PA	seipin-like isoform x1	P	GO:0090207	regulation of triglyceride metabolic process
HMEL011280-PA	seipin-like isoform x1	P	GO:0042594	response to starvation
HMEL011280-PA	seipin-like isoform x1	P	GO:0010883	regulation of lipid storage
HMEL011280-PA	seipin-like isoform x1	P	GO:0046339	diacylglycerol metabolic process
HMEL011280-PA	seipin-like isoform x1	P	GO:0046890	regulation of lipid biosynthetic process
HMEL011280-PA	seipin-like isoform x1	P	GO:0046473	phosphatidic acid metabolic process
HMEL011280-PA	seipin-like isoform x1	C	GO:0005783	endoplasmic reticulum
HMEL011281-PA	valyl-trna synthetase	F	GO:0004832	valine-tRNA ligase activity
HMEL011281-PA	valyl-trna synthetase	F	GO:0002161	aminoacyl-tRNA editing activity
HMEL011281-PA	valyl-trna synthetase	P	GO:0006438	valyl-tRNA aminoacylation
HMEL011281-PA	valyl-trna synthetase	P	GO:0006450	regulation of translational fidelity
HMEL011281-PA	valyl-trna synthetase	F	GO:0005524	ATP binding
HMEL011281-PA	valyl-trna synthetase	P	GO:0009097	isoleucine biosynthetic process
HMEL011281-PA	valyl-trna synthetase	P	GO:0009098	leucine biosynthetic process
HMEL011281-PA	valyl-trna synthetase	P	GO:0009099	valine biosynthetic process
HMEL011282-PA	hypothetical protein KGM_05735	F	GO:0046872	metal ion binding
HMEL011284-PA	neutral alpha-glucosidase ab-like	F	GO:0030246	carbohydrate binding
HMEL011284-PA	neutral alpha-glucosidase ab-like	P	GO:0005975	carbohydrate metabolic process
HMEL011284-PA	neutral alpha-glucosidase ab-like	F	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
HMEL011285-PA	zinc finger protein 84	F	GO:0046872	metal ion binding
HMEL011285-PA	zinc finger protein 84	F	GO:0003676	nucleic acid binding
HMEL011286-PA	myoneurin isoform 2	F	GO:0003676	nucleic acid binding
HMEL011286-PA	myoneurin isoform 2	F	GO:0008270	zinc ion binding
HMEL011286-PA	myoneurin isoform 2	C	GO:0005634	nucleus
HMEL011286-PB	myoneurin isoform x1	F	GO:0003676	nucleic acid binding
HMEL011286-PB	myoneurin isoform x1	F	GO:0008270	zinc ion binding
HMEL011286-PB	myoneurin isoform x1	C	GO:0005634	nucleus
HMEL011287-PA	poly polymerase gamma	P	GO:0043631	RNA polyadenylation
HMEL011287-PA	poly polymerase gamma	F	GO:0003723	RNA binding
HMEL011287-PA	poly polymerase gamma	F	GO:0004652	polynucleotide adenylyltransferase activity
HMEL011287-PA	poly polymerase gamma	C	GO:0005634	nucleus
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0045185	maintenance of protein location
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	F	GO:0004674	protein serine/threonine kinase activity
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0007015	actin filament organization
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0016325	oocyte microtubule cytoskeleton organization
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0090176	microtubule cytoskeleton organization involved in establishment of planar polarity
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0030111	regulation of Wnt receptor signaling pathway
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	C	GO:0045172	germline ring canal
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	C	GO:0031594	neuromuscular junction
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	C	GO:0016323	basolateral plasma membrane
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	C	GO:0045169	fusome
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	F	GO:0050321	tau-protein kinase activity
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0007317	regulation of pole plasm oskar mRNA localization
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0007318	pole plasm protein localization
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0001737	establishment of imaginal disc-derived wing hair orientation
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	F	GO:0005524	ATP binding
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0007298	border follicle cell migration
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0030709	border follicle cell delamination
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0019730	antimicrobial humoral response
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0008360	regulation of cell shape
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	C	GO:0061174	type I terminal bouton
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0051663	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0051124	synaptic growth at neuromuscular junction
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	C	GO:0005938	cell cortex
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0006468	protein phosphorylation
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0007294	germarium-derived oocyte fate determination
HMEL011289-PA	map microtubule affinity-regulating kinase 3-like	P	GO:0009069	serine family amino acid metabolic process
HMEL011292-PA	deoxyhypusine synthase	P	GO:0008612	peptidyl-lysine modification to hypusine
HMEL011292-PA	deoxyhypusine synthase	P	GO:0050983	deoxyhypusine biosynthetic process from spermidine
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	C	GO:0016020	membrane
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0016055	Wnt receptor signaling pathway
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	F	GO:0004713	protein tyrosine kinase activity
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0001736	establishment of planar polarity
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0001843	neural tube closure
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0009887	organ morphogenesis
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0030154	cell differentiation
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0051960	regulation of nervous system development
HMEL011293-PA	inactive tyrosine-protein kinase 7 isoform 2	P	GO:0006468	protein phosphorylation
HMEL011294-PA	actin-related protein 2-like isoform x1	C	GO:0005885	Arp2/3 protein complex
HMEL011294-PA	actin-related protein 2-like isoform x1	P	GO:0000902	cell morphogenesis
HMEL011294-PA	actin-related protein 2-like isoform x1	P	GO:0034314	Arp2/3 complex-mediated actin nucleation
HMEL011294-PA	actin-related protein 2-like isoform x1	F	GO:0003779	actin binding
HMEL011294-PA	actin-related protein 2-like isoform x1	F	GO:0005200	structural constituent of cytoskeleton
HMEL011294-PA	actin-related protein 2-like isoform x1	C	GO:0005884	actin filament
HMEL011294-PA	actin-related protein 2-like isoform x1	F	GO:0005524	ATP binding
HMEL011295-PA	ccaat enhancer-binding protein zeta	F	GO:0005488	binding
HMEL011296-PA	ribosomal protein s6 kinase alpha-5-like	F	GO:0004674	protein serine/threonine kinase activity
HMEL011296-PA	ribosomal protein s6 kinase alpha-5-like	F	GO:0005524	ATP binding
HMEL011296-PA	ribosomal protein s6 kinase alpha-5-like	P	GO:0006468	protein phosphorylation
HMEL011296-PA	ribosomal protein s6 kinase alpha-5-like	F	GO:0003677	DNA binding
HMEL011296-PA	ribosomal protein s6 kinase alpha-5-like	P	GO:0009069	serine family amino acid metabolic process
HMEL011297-PA	mitogen-activated protein kinase kinase kinase kinase 3	F	GO:0005083	small GTPase regulator activity
HMEL011297-PA	mitogen-activated protein kinase kinase kinase kinase 3	F	GO:0004672	protein kinase activity
HMEL011297-PA	mitogen-activated protein kinase kinase kinase kinase 3	P	GO:0006468	protein phosphorylation
HMEL011297-PA	mitogen-activated protein kinase kinase kinase kinase 3	F	GO:0005524	ATP binding
HMEL011298-PA	dna polymerase epsilon subunit 3	P	GO:0006260	DNA replication
HMEL011298-PA	dna polymerase epsilon subunit 3	F	GO:0043565	sequence-specific DNA binding
HMEL011298-PA	dna polymerase epsilon subunit 3	P	GO:0043966	histone H3 acetylation
HMEL011298-PA	dna polymerase epsilon subunit 3	C	GO:0008622	epsilon DNA polymerase complex
HMEL011298-PA	dna polymerase epsilon subunit 3	C	GO:0005671	Ada2/Gcn5/Ada3 transcription activator complex
HMEL011298-PA	dna polymerase epsilon subunit 3	F	GO:0046982	protein heterodimerization activity
HMEL011299-PA	serine threonine-protein kinase d3	P	GO:0009987	cellular process
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0007411	axon guidance
HMEL011300-PA	vasodilator-stimulated phosphoprotein	C	GO:0005911	cell-cell junction
HMEL011300-PA	vasodilator-stimulated phosphoprotein	C	GO:0030027	lamellipodium
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0008360	regulation of cell shape
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0007390	germ-band shortening
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0048813	dendrite morphogenesis
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0003382	epithelial cell morphogenesis
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0035262	gonad morphogenesis
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0060288	formation of a compartment boundary
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0008064	regulation of actin polymerization or depolymerization
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0007303	cytoplasmic transport, nurse cell to oocyte
HMEL011300-PA	vasodilator-stimulated phosphoprotein	F	GO:0003779	actin binding
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0008258	head involution
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0007396	suture of dorsal opening
HMEL011300-PA	vasodilator-stimulated phosphoprotein	C	GO:0030424	axon
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0010591	regulation of lamellipodium assembly
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0048749	compound eye development
HMEL011300-PA	vasodilator-stimulated phosphoprotein	C	GO:0032433	filopodium tip
HMEL011300-PA	vasodilator-stimulated phosphoprotein	C	GO:0005912	adherens junction
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0007298	border follicle cell migration
HMEL011300-PA	vasodilator-stimulated phosphoprotein	F	GO:0017124	SH3 domain binding
HMEL011300-PA	vasodilator-stimulated phosphoprotein	P	GO:0051491	positive regulation of filopodium assembly
HMEL011306-PA	zinc finger protein	F	GO:0003676	nucleic acid binding
HMEL011306-PA	zinc finger protein	F	GO:0046872	metal ion binding
HMEL011306-PA	zinc finger protein	P	GO:0031935	regulation of chromatin silencing
HMEL011306-PA	zinc finger protein	F	GO:0003700	sequence-specific DNA binding transcription factor activity
HMEL011306-PA	zinc finger protein	C	GO:0005634	nucleus
HMEL011306-PA	zinc finger protein	C	GO:0005667	transcription factor complex
HMEL011306-PA	zinc finger protein	P	GO:0045449	regulation of transcription, DNA-dependent
HMEL011308-PA	activating transcription factor 7-interacting protein 1	F	GO:0005515	protein binding
HMEL011311-PA	protein arginine n-methyltransferase 7-like	C	GO:0005737	cytoplasm
HMEL011311-PA	protein arginine n-methyltransferase 7-like	F	GO:0008276	protein methyltransferase activity
HMEL011311-PA	protein arginine n-methyltransferase 7-like	P	GO:0006479	protein methylation
HMEL011312-PA	cytochrome c1	C	GO:0005750	mitochondrial respiratory chain complex III
HMEL011312-PA	cytochrome c1	C	GO:0005811	lipid particle
HMEL011312-PA	cytochrome c1	F	GO:0005506	iron ion binding
HMEL011312-PA	cytochrome c1	F	GO:0020037	heme binding
HMEL011312-PA	cytochrome c1	P	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
HMEL011312-PA	cytochrome c1	F	GO:0045153	electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity
HMEL011312-PA	cytochrome c1	P	GO:0006118	electron transport
HMEL011313-PA	15-hydroxyprostaglandin dehydrogenase	P	GO:0055114	oxidation-reduction process
HMEL011313-PA	15-hydroxyprostaglandin dehydrogenase	F	GO:0016491	oxidoreductase activity
HMEL011314-PA	protein lsm14 homolog a-like isoform x1	C	GO:0030529	ribonucleoprotein complex
HMEL011316-PA	condensin complex subunit 2	P	GO:0007076	mitotic chromosome condensation
HMEL011316-PA	condensin complex subunit 2	C	GO:0000796	condensin complex
HMEL011318-PA	jumping translocation breakpoint protein	C	GO:0016021	integral to membrane
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0006979	response to oxidative stress
HMEL011319-PA	dna cytosine-5 methyltransferase	C	GO:0016363	nuclear matrix
HMEL011319-PA	dna cytosine-5 methyltransferase	C	GO:0010494	cytoplasmic stress granule
HMEL011319-PA	dna cytosine-5 methyltransferase	C	GO:0000786	nucleosome
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0008340	determination of adult lifespan
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0016458	gene silencing
HMEL011319-PA	dna cytosine-5 methyltransferase	F	GO:0008175	tRNA methyltransferase activity
HMEL011319-PA	dna cytosine-5 methyltransferase	C	GO:0005730	nucleolus
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0044026	DNA hypermethylation
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0000723	telomere maintenance
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0009408	response to heat
HMEL011319-PA	dna cytosine-5 methyltransferase	F	GO:0003677	DNA binding
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0043045	DNA methylation involved in embryo development
HMEL011319-PA	dna cytosine-5 methyltransferase	P	GO:0030488	tRNA methylation
HMEL011319-PA	dna cytosine-5 methyltransferase	F	GO:0003886	DNA (cytosine-5-)-methyltransferase activity
